,RUL,RUL_se,error_se,RUL_ae,error_ae,RUL_lin_se_3,error_lin_se_3,RUL_lin_se_4,error_lin_se_4,RUL_lin_se_5,error_lin_se_5,RUL_lin_se_6,error_lin_se_6,RUL_lin_lin_0.01_1.0,error_lin_lin_0.01_1.0,RUL_lin_lin_0.05_1.0,error_lin_lin_0.05_1.0,RUL_lin_lin_0.1_1.0,error_lin_lin_0.1_1.0,RUL_lin_lin_0.2_1.0,error_lin_lin_0.2_1.0,RUL_lin_lin_0.3_1.0,error_lin_lin_0.3_1.0,RUL_quad_quad_0.01,error_quad_quad_0.01,RUL_quad_quad_0.03,error_quad_quad_0.03,RUL_quad_quad_0.05,error_quad_quad_0.05,RUL_quad_quad_0.075,error_quad_quad_0.075,RUL_quad_quad_0.1,error_quad_quad_0.1
0,1.600000023841858,0.1580543965101242,-1.4419456720352173,2.0655524730682373,0.4655524492263794,1.4414411783218384,-0.15855884552001953,0.0,-1.600000023841858,0.6755928993225098,-0.9244071245193481,0.0,-1.600000023841858,11.492630958557129,9.892630577087402,3.264540195465088,1.66454017162323,3.2323379516601562,1.6323379278182983,2.169001579284668,0.5690015554428101,2.4906105995178223,0.8906105756759644,4.346042633056641,2.7460427284240723,1.224157691001892,-0.3758423328399658,2.0052757263183594,0.40527570247650146,2.8424630165100098,1.2424629926681519,2.083702564239502,0.48370254039764404
1,3.200000047683716,4.885250091552734,1.6852500438690186,4.6275177001953125,1.4275176525115967,6.897305965423584,3.697305917739868,3.8692941665649414,0.6692941188812256,5.712744235992432,2.512744188308716,4.159212112426758,0.959212064743042,12.99212646484375,9.792126655578613,8.840354919433594,5.640355110168457,7.0937180519104,3.8937180042266846,5.7068328857421875,2.5068328380584717,6.242668151855469,3.042668104171753,10.517810821533203,7.317811012268066,5.797205924987793,2.597205877304077,6.982583522796631,3.782583475112915,6.754127025604248,3.5541269779205322,6.076721668243408,2.8767216205596924
2,15.899999618530273,8.117777824401855,-7.782221794128418,8.415244102478027,-7.484755516052246,12.522976875305176,-3.3770227432250977,9.471390724182129,-6.4286088943481445,11.889229774475098,-4.010769844055176,10.574793815612793,-5.3252058029174805,15.234333992004395,-0.6656656265258789,15.082164764404297,-0.8178348541259766,11.998663902282715,-3.9013357162475586,11.608481407165527,-4.291518211364746,12.177821159362793,-3.7221784591674805,17.977975845336914,2.0779762268066406,13.123421669006348,-2.776577949523926,13.687511444091797,-2.2124881744384766,12.00921630859375,-3.8907833099365234,11.30344295501709,-4.596556663513184
3,18.0,22.23145866394043,4.23145866394043,25.27895164489746,7.278951644897461,35.722259521484375,17.722259521484375,35.03509521484375,17.03509521484375,36.00446319580078,18.00446319580078,33.493350982666016,15.493350982666016,32.11125946044922,14.111259460449219,35.349891662597656,17.349891662597656,31.67645835876465,13.676458358764648,30.276460647583008,12.276460647583008,27.037654876708984,9.037654876708984,38.70806884765625,20.70806884765625,34.7599983215332,16.759998321533203,31.712398529052734,13.712398529052734,29.42176628112793,11.42176628112793,27.8179931640625,9.8179931640625
4,14.699999809265137,14.793499946594238,0.09350013732910156,14.604228973388672,-0.09577083587646484,24.91617774963379,10.216177940368652,26.021549224853516,11.321549415588379,27.973670959472656,13.27367115020752,22.89579200744629,8.195792198181152,29.164194107055664,14.464194297790527,22.90428924560547,8.204289436340332,23.692930221557617,8.99293041229248,20.018644332885742,5.3186445236206055,20.258413314819336,5.558413505554199,23.735918045043945,9.035918235778809,26.860666275024414,12.160666465759277,22.313472747802734,7.613472938537598,22.569917678833008,7.869917869567871,20.41134262084961,5.711342811584473
5,15.100000381469727,14.461523056030273,-0.6384773254394531,15.552677154541016,0.45267677307128906,18.754756927490234,3.654756546020508,19.129186630249023,4.029186248779297,17.522981643676758,2.4229812622070312,17.1253719329834,2.025371551513672,27.62069320678711,12.520692825317383,19.466527938842773,4.366527557373047,19.614057540893555,4.514057159423828,18.38267707824707,3.2826766967773438,17.27389907836914,2.173898696899414,23.14305877685547,8.043058395385742,21.656827926635742,6.556827545166016,19.91103744506836,4.811037063598633,20.77161979675293,5.671619415283203,20.08480453491211,4.984804153442383
6,13.399999618530273,15.910888671875,2.5108890533447266,16.382463455200195,2.982463836669922,22.75080108642578,9.350801467895508,21.831789016723633,8.43178939819336,20.445043563842773,7.0450439453125,20.628679275512695,7.228679656982422,32.2657470703125,18.865747451782227,23.052839279174805,9.652839660644531,21.283124923706055,7.883125305175781,19.39296531677246,5.9929656982421875,19.454792022705078,6.054792404174805,21.889318466186523,8.48931884765625,22.0564022064209,8.656402587890625,19.0452880859375,5.645288467407227,20.53789710998535,7.137897491455078,19.145095825195312,5.745096206665039
7,14.5,14.904240608215332,0.40424060821533203,16.99107551574707,2.4910755157470703,17.19539451599121,2.695394515991211,14.673937797546387,0.17393779754638672,15.845084190368652,1.3450841903686523,15.654135704040527,1.1541357040405273,26.49004364013672,11.990043640136719,18.824235916137695,4.324235916137695,20.093778610229492,5.593778610229492,18.8107852935791,4.310785293579102,18.27171516418457,3.7717151641845703,19.86018943786621,5.360189437866211,20.113624572753906,5.613624572753906,18.640920639038086,4.140920639038086,18.93500328063965,4.435003280639648,18.160743713378906,3.6607437133789062
8,14.699999809265137,16.449878692626953,1.7498788833618164,18.61265754699707,3.9126577377319336,21.389245986938477,6.68924617767334,19.14813804626465,4.448138236999512,18.987884521484375,4.287884712219238,18.38020133972168,3.680201530456543,30.718996047973633,16.018997192382812,20.149080276489258,5.449080467224121,21.59343147277832,6.893431663513184,19.05880355834961,4.358803749084473,19.211002349853516,4.511002540588379,22.296327590942383,7.596327781677246,22.086320877075195,7.386321067810059,20.45775032043457,5.757750511169434,20.542842864990234,5.842843055725098,20.03165054321289,5.331650733947754
9,17.0,16.848928451538086,-0.15107154846191406,17.6601505279541,0.6601505279541016,20.279233932495117,3.279233932495117,18.883283615112305,1.8832836151123047,18.742679595947266,1.7426795959472656,16.72662353515625,-0.27337646484375,29.437007904052734,12.437007904052734,20.041507720947266,3.0415077209472656,21.016305923461914,4.016305923461914,18.615949630737305,1.6159496307373047,19.334381103515625,2.334381103515625,21.70171546936035,4.701715469360352,22.683008193969727,5.683008193969727,19.119585037231445,2.1195850372314453,19.236318588256836,2.236318588256836,19.18830108642578,2.1883010864257812
10,15.300000190734863,16.93330955505371,1.6333093643188477,19.524065017700195,4.224064826965332,22.445510864257812,7.145510673522949,23.65686798095703,8.356867790222168,24.057029724121094,8.75702953338623,19.295316696166992,3.995316505432129,30.918331146240234,15.618330955505371,24.882158279418945,9.582158088684082,25.145877838134766,9.845877647399902,22.67061996459961,7.370619773864746,23.730411529541016,8.430411338806152,26.649629592895508,11.349629402160645,24.61644172668457,9.316441535949707,21.73992919921875,6.439929008483887,21.597795486450195,6.297795295715332,21.093616485595703,5.79361629486084
11,21.200000762939453,12.942513465881348,-8.257487297058105,21.04642677307129,-0.15357398986816406,19.936107635498047,-1.2638931274414062,22.996917724609375,1.7969169616699219,25.53974151611328,4.339740753173828,17.86040496826172,-3.3395957946777344,29.156862258911133,7.95686149597168,26.90970802307129,5.709707260131836,26.895353317260742,5.695352554321289,25.52171516418457,4.321714401245117,27.536094665527344,6.336093902587891,29.686735153198242,8.486734390258789,27.130958557128906,5.930957794189453,23.222991943359375,2.022991180419922,21.40802764892578,0.20802688598632812,21.490507125854492,0.29050636291503906
12,43.0,24.801307678222656,-18.198692321777344,31.80281639099121,-11.197183609008789,31.022769927978516,-11.977230072021484,34.10552215576172,-8.894477844238281,36.38532257080078,-6.614677429199219,30.037376403808594,-12.962623596191406,38.10643768310547,-4.893562316894531,38.88679504394531,-4.1132049560546875,36.68230056762695,-6.317699432373047,34.12019729614258,-8.879802703857422,34.7672119140625,-8.2327880859375,41.094425201416016,-1.9055747985839844,37.04665756225586,-5.953342437744141,34.7670783996582,-8.232921600341797,32.83638000488281,-10.163619995117188,31.81232452392578,-11.187675476074219
13,37.20000076293945,42.309993743896484,5.109992980957031,48.4150276184082,11.21502685546875,54.84853744506836,17.648536682128906,59.65522384643555,22.455223083496094,58.0639762878418,20.863975524902344,53.526756286621094,16.32675552368164,58.08106994628906,20.88106918334961,58.016143798828125,20.816143035888672,53.98691940307617,16.78691864013672,50.25388717651367,13.053886413574219,50.2064094543457,13.00640869140625,56.89643096923828,19.696430206298828,52.33623123168945,15.13623046875,51.961578369140625,14.761577606201172,51.40604782104492,14.206047058105469,48.16686248779297,10.966861724853516
14,16.700000762939453,34.3065071105957,17.60650634765625,34.58793258666992,17.88793182373047,39.7292366027832,23.02923583984375,42.67177200317383,25.971771240234375,42.328330993652344,25.62833023071289,40.90183639526367,24.20183563232422,44.66938781738281,27.96938705444336,42.5645866394043,25.864585876464844,42.66312789916992,25.96312713623047,42.9518928527832,26.25189208984375,40.22237014770508,23.522369384765625,47.83832550048828,31.138324737548828,44.56612777709961,27.866127014160156,43.10837173461914,26.408370971679688,44.72085189819336,28.020851135253906,41.41897201538086,24.718971252441406
15,13.399999618530273,17.796268463134766,4.396268844604492,16.819063186645508,3.4190635681152344,15.90027904510498,2.500279426574707,18.518850326538086,5.1188507080078125,19.810583114624023,6.41058349609375,18.023223876953125,4.623224258422852,24.94527244567871,11.545272827148438,20.3215274810791,6.921527862548828,21.19682502746582,7.796825408935547,20.171335220336914,6.771335601806641,18.373899459838867,4.973899841308594,19.869558334350586,6.4695587158203125,19.462238311767578,6.062238693237305,22.555816650390625,9.155817031860352,18.571256637573242,5.171257019042969,21.991207122802734,8.591207504272461
16,8.699999809265137,12.709303855895996,4.009304046630859,12.945554733276367,4.2455549240112305,18.396949768066406,9.69694995880127,16.78251838684082,8.082518577575684,16.77986717224121,8.079867362976074,16.77507781982422,8.075078010559082,30.16460418701172,21.464603424072266,19.89938735961914,11.199387550354004,18.767393112182617,10.06739330291748,15.912580490112305,7.212580680847168,15.557755470275879,6.857755661010742,17.459880828857422,8.759881019592285,17.621341705322266,8.921341896057129,14.631210327148438,5.931210517883301,15.27683162689209,6.576831817626953,16.197587966918945,7.497588157653809
17,7.400000095367432,5.755008697509766,-1.644991397857666,10.191516876220703,2.7915167808532715,11.487821578979492,4.0878214836120605,9.472076416015625,2.0720763206481934,9.983683586120605,2.583683490753174,9.564549446105957,2.1645493507385254,23.466136932373047,16.066137313842773,14.141901016235352,6.74190092086792,13.972511291503906,6.572511196136475,11.892027854919434,4.492027759552002,12.2117919921875,4.811791896820068,12.321062088012695,4.921061992645264,12.08413028717041,4.6841301918029785,11.661103248596191,4.26110315322876,11.84611701965332,4.446116924285889,11.355829238891602,3.95582914352417
18,6.699999809265137,5.28079080581665,-1.4192090034484863,9.267850875854492,2.5678510665893555,12.66682243347168,5.966822624206543,9.886157989501953,3.1861581802368164,9.984688758850098,3.284688949584961,9.49498176574707,2.7949819564819336,23.974027633666992,17.274028778076172,12.715615272521973,6.015615463256836,12.63405990600586,5.934060096740723,9.904547691345215,3.204547882080078,10.427712440490723,3.727712631225586,12.120918273925781,5.4209184646606445,10.808547973632812,4.108548164367676,10.635108947753906,3.9351091384887695,10.618391036987305,3.918391227722168,9.019211769104004,2.319211959838867
19,5.0,4.632523059844971,-0.3674769401550293,6.8016767501831055,1.8016767501831055,11.108600616455078,6.108600616455078,10.494773864746094,5.494773864746094,8.440957069396973,3.4409570693969727,7.931453227996826,2.931453227996826,22.95757293701172,17.95757293701172,10.893082618713379,5.893082618713379,10.127986907958984,5.127986907958984,8.37145709991455,3.371457099914551,8.18349552154541,3.18349552154541,9.462693214416504,4.462693214416504,9.304529190063477,4.304529190063477,8.488184928894043,3.488184928894043,8.579092025756836,3.579092025756836,7.721999168395996,2.721999168395996
20,3.4000000953674316,2.9245686531066895,-0.4754314422607422,5.159397125244141,1.759397029876709,8.326205253601074,4.926205158233643,8.872058868408203,5.4720587730407715,7.292779445648193,3.8927793502807617,5.932971954345703,2.5329718589782715,20.14598274230957,16.745983123779297,9.370206832885742,5.9702067375183105,7.254146575927734,3.8541464805603027,6.346584320068359,2.9465842247009277,5.965272903442383,2.565272808074951,6.1643757820129395,2.764375686645508,7.502249240875244,4.1022491455078125,6.168241500854492,2.7682414054870605,5.902032375335693,2.5020322799682617,6.5312395095825195,3.131239414215088
